"Team","Week","Season","Win_Loss","AVG AGE","diff","Prev_Win_Perc"
"Arizona Cardinals",1,2016,0,25.96,1,0.8125
"Arizona Cardinals",10,2016,1,25.96,8,0.8125
"Arizona Cardinals",11,2016,0,25.96,5,0.8125
"Arizona Cardinals",12,2016,0,25.96,3,0.8125
"Arizona Cardinals",13,2016,1,25.96,1,0.8125
"Arizona Cardinals",14,2016,0,25.96,2,0.8125
"Arizona Cardinals",15,2016,0,25.96,-5,0.8125
"Arizona Cardinals",16,2016,1,25.96,5,0.8125
"Arizona Cardinals",17,2016,1,25.96,4,0.8125
"Arizona Cardinals",2,2016,1,25.96,1,0.8125
"Arizona Cardinals",3,2016,0,25.96,-5,0.8125
"Arizona Cardinals",4,2016,0,25.96,1,0.8125
"Arizona Cardinals",5,2016,1,25.96,2,0.8125
"Arizona Cardinals",6,2016,1,25.96,1,0.8125
"Arizona Cardinals",8,2016,0,25.96,3,0.8125
"Arizona Cardinals",1,2017,0,27.04,-3,0.466666666666667
"Arizona Cardinals",10,2017,0,27.04,-3,0.466666666666667
"Arizona Cardinals",11,2017,0,27.04,3,0.466666666666667
"Arizona Cardinals",12,2017,1,27.04,4,0.466666666666667
"Arizona Cardinals",13,2017,0,27.04,14,0.466666666666667
"Arizona Cardinals",14,2017,1,27.04,12,0.466666666666667
"Arizona Cardinals",15,2017,0,27.04,4,0.466666666666667
"Arizona Cardinals",16,2017,1,27.04,-4,0.466666666666667
"Arizona Cardinals",17,2017,1,27.04,3,0.466666666666667
"Arizona Cardinals",2,2017,1,27.04,-1,0.466666666666667
"Arizona Cardinals",3,2017,0,27.04,1,0.466666666666667
"Arizona Cardinals",4,2017,1,27.04,-7,0.466666666666667
"Arizona Cardinals",5,2017,0,27.04,-1,0.466666666666667
"Arizona Cardinals",6,2017,1,27.04,2,0.466666666666667
"Arizona Cardinals",7,2017,0,27.04,4,0.466666666666667
"Arizona Cardinals",9,2017,1,27.04,-9,0.466666666666667
"Arizona Cardinals",1,2018,0,25.91,-2,0.5
"Arizona Cardinals",10,2018,0,25.91,-7,0.5
"Arizona Cardinals",11,2018,0,25.91,-1,0.5
"Arizona Cardinals",12,2018,0,25.91,3,0.5
"Arizona Cardinals",13,2018,1,25.91,3,0.5
"Arizona Cardinals",14,2018,0,25.91,5,0.5
"Arizona Cardinals",15,2018,0,25.91,11,0.5
"Arizona Cardinals",16,2018,0,25.91,7,0.5
"Arizona Cardinals",17,2018,0,25.91,3,0.5
"Arizona Cardinals",2,2018,0,25.91,2,0.5
"Arizona Cardinals",3,2018,0,25.91,2,0.5
"Arizona Cardinals",4,2018,0,25.91,-9,0.5
"Arizona Cardinals",5,2018,1,25.91,-2,0.5
"Arizona Cardinals",6,2018,0,25.91,-6,0.5
"Arizona Cardinals",7,2018,0,25.91,-5,0.5
"Arizona Cardinals",8,2018,1,25.91,0,0.5
"Arizona Cardinals",10,2019,0,25.83,2,0.1875
"Arizona Cardinals",11,2019,0,25.83,-2,0.1875
"Arizona Cardinals",13,2019,0,25.83,1,0.1875
"Arizona Cardinals",14,2019,0,25.83,1,0.1875
"Arizona Cardinals",15,2019,1,25.83,5,0.1875
"Arizona Cardinals",16,2019,1,25.83,-4,0.1875
"Arizona Cardinals",17,2019,0,25.83,4,0.1875
"Arizona Cardinals",2,2019,0,25.83,3,0.1875
"Arizona Cardinals",3,2019,0,25.83,0,0.1875
"Arizona Cardinals",4,2019,0,25.83,-6,0.1875
"Arizona Cardinals",5,2019,1,25.83,4,0.1875
"Arizona Cardinals",6,2019,1,25.83,-2,0.1875
"Arizona Cardinals",7,2019,1,25.83,1,0.1875
"Arizona Cardinals",8,2019,0,25.83,1,0.1875
"Arizona Cardinals",9,2019,0,25.83,1,0.1875
"Atlanta Falcons",1,2016,0,27.06,0,0.5
"Atlanta Falcons",10,2016,0,27.06,4,0.5
"Atlanta Falcons",12,2016,1,27.06,-3,0.5
"Atlanta Falcons",13,2016,0,27.06,1,0.5
"Atlanta Falcons",14,2016,1,27.06,1,0.5
"Atlanta Falcons",15,2016,1,27.06,4,0.5
"Atlanta Falcons",16,2016,1,27.06,3,0.5
"Atlanta Falcons",17,2016,1,27.06,-8,0.5
"Atlanta Falcons",2,2016,1,27.06,3,0.5
"Atlanta Falcons",3,2016,1,27.06,-14,0.5
"Atlanta Falcons",4,2016,1,27.06,-2,0.5
"Atlanta Falcons",5,2016,1,27.06,3,0.5
"Atlanta Falcons",6,2016,0,27.06,-2,0.5
"Atlanta Falcons",7,2016,0,27.06,-12,0.5
"Atlanta Falcons",8,2016,1,27.06,-7,0.5
"Atlanta Falcons",9,2016,1,27.06,3,0.5
"Atlanta Falcons",1,2017,1,26.83,-3,0.6875
"Atlanta Falcons",10,2017,1,26.83,-8,0.6875
"Atlanta Falcons",11,2017,1,26.83,-12,0.6875
"Atlanta Falcons",12,2017,1,26.83,-4,0.6875
"Atlanta Falcons",13,2017,0,26.83,1,0.6875
"Atlanta Falcons",14,2017,1,26.83,-16,0.6875
"Atlanta Falcons",15,2017,1,26.83,-5,0.6875
"Atlanta Falcons",16,2017,0,26.83,-18,0.6875
"Atlanta Falcons",17,2017,1,26.83,-13,0.6875
"Atlanta Falcons",2,2017,1,26.83,-6,0.6875
"Atlanta Falcons",3,2017,1,26.83,-10,0.6875
"Atlanta Falcons",4,2017,0,26.83,4,0.6875
"Atlanta Falcons",6,2017,0,26.83,-5,0.6875
"Atlanta Falcons",7,2017,0,26.83,-8,0.6875
"Atlanta Falcons",8,2017,1,26.83,-8,0.6875
"Atlanta Falcons",9,2017,0,26.83,-12,0.6875
"Atlanta Falcons",1,2018,0,27.49,-4,0.625
"Atlanta Falcons",10,2018,0,27.49,-4,0.625
"Atlanta Falcons",11,2018,0,27.49,-6,0.625
"Atlanta Falcons",12,2018,0,27.49,-9,0.625
"Atlanta Falcons",13,2018,0,27.49,-12,0.625
"Atlanta Falcons",14,2018,0,27.49,-6,0.625
"Atlanta Falcons",15,2018,1,27.49,-11,0.625
"Atlanta Falcons",16,2018,1,27.49,-7,0.625
"Atlanta Falcons",17,2018,1,27.49,-8,0.625
"Atlanta Falcons",2,2018,1,27.49,-4,0.625
"Atlanta Falcons",3,2018,0,27.49,-6,0.625
"Atlanta Falcons",4,2018,0,27.49,-3,0.625
"Atlanta Falcons",5,2018,0,27.49,-5,0.625
"Atlanta Falcons",6,2018,1,27.49,-6,0.625
"Atlanta Falcons",7,2018,1,27.49,-8,0.625
"Atlanta Falcons",9,2018,1,27.49,-8,0.625
"Atlanta Falcons",1,2019,0,26.63,5,0.4375
"Atlanta Falcons",10,2019,1,26.63,7,0.4375
"Atlanta Falcons",11,2019,1,26.63,5,0.4375
"Atlanta Falcons",12,2019,0,26.63,6,0.4375
"Atlanta Falcons",13,2019,0,26.63,5,0.4375
"Atlanta Falcons",14,2019,1,26.63,3,0.4375
"Atlanta Falcons",15,2019,1,26.63,-1,0.4375
"Atlanta Falcons",16,2019,1,26.63,0,0.4375
"Atlanta Falcons",17,2019,1,26.63,3,0.4375
"Atlanta Falcons",2,2019,1,26.63,2,0.4375
"Atlanta Falcons",3,2019,0,26.63,-1,0.4375
"Atlanta Falcons",4,2019,0,26.63,3,0.4375
"Atlanta Falcons",5,2019,0,26.63,1,0.4375
"Atlanta Falcons",6,2019,0,26.63,2,0.4375
"Atlanta Falcons",7,2019,0,26.63,6,0.4375
"Atlanta Falcons",8,2019,0,26.63,-1,0.4375
"Baltimore Ravens",1,2016,1,26.66,5,0.3125
"Baltimore Ravens",10,2016,1,26.66,5,0.3125
"Baltimore Ravens",11,2016,0,26.66,8,0.3125
"Baltimore Ravens",12,2016,1,26.66,8,0.3125
"Baltimore Ravens",13,2016,1,26.66,8,0.3125
"Baltimore Ravens",14,2016,0,26.66,6,0.3125
"Baltimore Ravens",15,2016,1,26.66,8,0.3125
"Baltimore Ravens",16,2016,0,26.66,2,0.3125
"Baltimore Ravens",17,2016,0,26.66,2,0.3125
"Baltimore Ravens",2,2016,1,26.66,8,0.3125
"Baltimore Ravens",3,2016,1,26.66,5,0.3125
"Baltimore Ravens",4,2016,0,26.66,9,0.3125
"Baltimore Ravens",5,2016,0,26.66,0,0.3125
"Baltimore Ravens",6,2016,0,26.66,7,0.3125
"Baltimore Ravens",7,2016,0,26.66,7,0.3125
"Baltimore Ravens",9,2016,1,26.66,9,0.3125
"Baltimore Ravens",1,2017,1,26.51,6,0.5
"Baltimore Ravens",11,2017,1,26.51,0,0.5
"Baltimore Ravens",12,2017,1,26.51,2,0.5
"Baltimore Ravens",13,2017,1,26.51,-6,0.5
"Baltimore Ravens",14,2017,0,26.51,8,0.5
"Baltimore Ravens",15,2017,1,26.51,-1,0.5
"Baltimore Ravens",16,2017,1,26.51,-6,0.5
"Baltimore Ravens",17,2017,0,26.51,2,0.5
"Baltimore Ravens",2,2017,1,26.51,7,0.5
"Baltimore Ravens",3,2017,0,26.51,2,0.5
"Baltimore Ravens",4,2017,0,26.51,11,0.5
"Baltimore Ravens",5,2017,1,26.51,10,0.5
"Baltimore Ravens",6,2017,0,26.51,10,0.5
"Baltimore Ravens",7,2017,0,26.51,13,0.5
"Baltimore Ravens",8,2017,1,26.51,6,0.5
"Baltimore Ravens",9,2017,0,26.51,9,0.5
"Baltimore Ravens",1,2018,1,26.3,10,0.5625
"Baltimore Ravens",11,2018,1,26.3,3,0.5625
"Baltimore Ravens",12,2018,1,26.3,4,0.5625
"Baltimore Ravens",13,2018,1,26.3,12,0.5625
"Baltimore Ravens",14,2018,0,26.3,3,0.5625
"Baltimore Ravens",15,2018,1,26.3,2,0.5625
"Baltimore Ravens",16,2018,1,26.3,3,0.5625
"Baltimore Ravens",17,2018,1,26.3,2,0.5625
"Baltimore Ravens",2,2018,0,26.3,6,0.5625
"Baltimore Ravens",3,2018,1,26.3,7,0.5625
"Baltimore Ravens",4,2018,1,26.3,5,0.5625
"Baltimore Ravens",5,2018,0,26.3,11,0.5625
"Baltimore Ravens",6,2018,1,26.3,0,0.5625
"Baltimore Ravens",7,2018,0,26.3,5,0.5625
"Baltimore Ravens",8,2018,0,26.3,7,0.5625
"Baltimore Ravens",9,2018,0,26.3,8,0.5625
"Baltimore Ravens",1,2019,1,26.83,-3,0.625
"Baltimore Ravens",10,2019,1,26.83,0,0.625
"Baltimore Ravens",11,2019,1,26.83,-3,0.625
"Baltimore Ravens",12,2019,1,26.83,1,0.625
"Baltimore Ravens",13,2019,1,26.83,-4,0.625
"Baltimore Ravens",14,2019,1,26.83,3,0.625
"Baltimore Ravens",15,2019,1,26.83,-11,0.625
"Baltimore Ravens",16,2019,1,26.83,1,0.625
"Baltimore Ravens",17,2019,1,26.83,1,0.625
"Baltimore Ravens",2,2019,1,26.83,-3,0.625
"Baltimore Ravens",3,2019,0,26.83,-7,0.625
"Baltimore Ravens",4,2019,0,26.83,-3,0.625
"Baltimore Ravens",5,2019,1,26.83,1,0.625
"Baltimore Ravens",6,2019,1,26.83,-1,0.625
"Baltimore Ravens",7,2019,1,26.83,-8,0.625
"Baltimore Ravens",9,2019,1,26.83,-5,0.625
"Buffalo Bills",1,2016,0,26.43,-5,0.5
"Buffalo Bills",11,2016,1,26.43,7,0.5
"Buffalo Bills",12,2016,1,26.43,-1,0.5
"Buffalo Bills",13,2016,0,26.43,8,0.5
"Buffalo Bills",14,2016,0,26.43,1,0.5
"Buffalo Bills",15,2016,1,26.43,3,0.5
"Buffalo Bills",16,2016,0,26.43,6,0.5
"Buffalo Bills",17,2016,0,26.43,-7,0.5
"Buffalo Bills",2,2016,0,26.43,1,0.5
"Buffalo Bills",3,2016,1,26.43,5,0.5
"Buffalo Bills",4,2016,1,26.43,6,0.5
"Buffalo Bills",5,2016,1,26.43,5,0.5
"Buffalo Bills",6,2016,1,26.43,7,0.5
"Buffalo Bills",7,2016,0,26.43,4,0.5
"Buffalo Bills",8,2016,0,26.43,2,0.5
"Buffalo Bills",9,2016,0,26.43,1,0.5
"Buffalo Bills",1,2017,1,26.79,-5,0.4375
"Buffalo Bills",10,2017,0,26.79,-13,0.4375
"Buffalo Bills",11,2017,0,26.79,-2,0.4375
"Buffalo Bills",12,2017,1,26.79,-2,0.4375
"Buffalo Bills",13,2017,0,26.79,-5,0.4375
"Buffalo Bills",14,2017,1,26.79,-9,0.4375
"Buffalo Bills",15,2017,1,26.79,-11,0.4375
"Buffalo Bills",16,2017,0,26.79,-4,0.4375
"Buffalo Bills",17,2017,1,26.79,-12,0.4375
"Buffalo Bills",2,2017,0,26.79,-9,0.4375
"Buffalo Bills",3,2017,1,26.79,-5,0.4375
"Buffalo Bills",4,2017,1,26.79,-4,0.4375
"Buffalo Bills",5,2017,0,26.79,-2,0.4375
"Buffalo Bills",7,2017,1,26.79,-3,0.4375
"Buffalo Bills",8,2017,1,26.79,-2,0.4375
"Buffalo Bills",9,2017,0,26.79,-11,0.4375
"Buffalo Bills",1,2018,0,26.43,-10,0.5625
"Buffalo Bills",10,2018,1,26.43,0,0.5625
"Buffalo Bills",12,2018,1,26.43,-20,0.5625
"Buffalo Bills",13,2018,0,26.43,-10,0.5625
"Buffalo Bills",14,2018,0,26.43,-1,0.5625
"Buffalo Bills",15,2018,1,26.43,-5,0.5625
"Buffalo Bills",16,2018,0,26.43,-7,0.5625
"Buffalo Bills",17,2018,1,26.43,-6,0.5625
"Buffalo Bills",2,2018,0,26.43,-4,0.5625
"Buffalo Bills",3,2018,1,26.43,-9,0.5625
"Buffalo Bills",4,2018,0,26.43,-7,0.5625
"Buffalo Bills",5,2018,1,26.43,-12,0.5625
"Buffalo Bills",6,2018,0,26.43,-10,0.5625
"Buffalo Bills",7,2018,0,26.43,-18,0.5625
"Buffalo Bills",8,2018,0,26.43,-15,0.5625
"Buffalo Bills",9,2018,0,26.43,-4,0.5625
"Buffalo Bills",1,2019,1,26.87,-1,0.375
"Buffalo Bills",10,2019,0,26.87,-4,0.375
"Buffalo Bills",11,2019,1,26.87,-9,0.375
"Buffalo Bills",12,2019,1,26.87,-11,0.375
"Buffalo Bills",13,2019,1,26.87,-8,0.375
"Buffalo Bills",14,2019,0,26.87,-3,0.375
"Buffalo Bills",15,2019,1,26.87,-4,0.375
"Buffalo Bills",16,2019,0,26.87,-7,0.375
"Buffalo Bills",17,2019,0,26.87,-14,0.375
"Buffalo Bills",2,2019,1,26.87,-7,0.375
"Buffalo Bills",3,2019,1,26.87,-5,0.375
"Buffalo Bills",4,2019,0,26.87,-2,0.375
"Buffalo Bills",5,2019,1,26.87,0,0.375
"Buffalo Bills",7,2019,1,26.87,-9,0.375
"Buffalo Bills",8,2019,0,26.87,-4,0.375
"Buffalo Bills",9,2019,1,26.87,-9,0.375
"Carolina Panthers",1,2016,0,26.75,-3,0.9375
"Carolina Panthers",10,2016,0,26.75,0,0.9375
"Carolina Panthers",11,2016,1,26.75,-11,0.9375
"Carolina Panthers",12,2016,0,26.75,2,0.9375
"Carolina Panthers",13,2016,0,26.75,3,0.9375
"Carolina Panthers",14,2016,1,26.75,-14,0.9375
"Carolina Panthers",15,2016,1,26.75,-3,0.9375
"Carolina Panthers",16,2016,0,26.75,-3,0.9375
"Carolina Panthers",17,2016,0,26.75,-2,0.9375
"Carolina Panthers",2,2016,1,26.75,0,0.9375
"Carolina Panthers",3,2016,0,26.75,-2,0.9375
"Carolina Panthers",4,2016,0,26.75,2,0.9375
"Carolina Panthers",5,2016,0,26.75,-1,0.9375
"Carolina Panthers",6,2016,0,26.75,-12,0.9375
"Carolina Panthers",8,2016,1,26.75,-3,0.9375
"Carolina Panthers",9,2016,1,26.75,1,0.9375
"Carolina Panthers",1,2017,1,27.39,-1,0.375
"Carolina Panthers",10,2017,1,27.39,5,0.375
"Carolina Panthers",12,2017,1,27.39,5,0.375
"Carolina Panthers",13,2017,0,27.39,-6,0.375
"Carolina Panthers",14,2017,1,27.39,10,0.375
"Carolina Panthers",15,2017,1,27.39,6,0.375
"Carolina Panthers",16,2017,1,27.39,2,0.375
"Carolina Panthers",17,2017,0,27.39,13,0.375
"Carolina Panthers",2,2017,1,27.39,9,0.375
"Carolina Panthers",3,2017,0,27.39,-2,0.375
"Carolina Panthers",4,2017,1,27.39,6,0.375
"Carolina Panthers",5,2017,1,27.39,2,0.375
"Carolina Panthers",6,2017,0,27.39,6,0.375
"Carolina Panthers",7,2017,0,27.39,6,0.375
"Carolina Panthers",8,2017,1,27.39,10,0.375
"Carolina Panthers",9,2017,1,27.39,12,0.375
"Carolina Panthers",1,2018,1,26.91,1,0.6875
"Carolina Panthers",10,2018,0,26.91,-2,0.6875
"Carolina Panthers",11,2018,0,26.91,1,0.6875
"Carolina Panthers",12,2018,0,26.91,-5,0.6875
"Carolina Panthers",13,2018,0,26.91,-9,0.6875
"Carolina Panthers",14,2018,0,26.91,-1,0.6875
"Carolina Panthers",15,2018,0,26.91,-3,0.6875
"Carolina Panthers",16,2018,0,26.91,7,0.6875
"Carolina Panthers",17,2018,1,26.91,2,0.6875
"Carolina Panthers",2,2018,0,26.91,4,0.6875
"Carolina Panthers",3,2018,1,26.91,-1,0.6875
"Carolina Panthers",5,2018,1,26.91,-3,0.6875
"Carolina Panthers",6,2018,0,26.91,-6,0.6875
"Carolina Panthers",7,2018,1,26.91,-5,0.6875
"Carolina Panthers",8,2018,1,26.91,-7,0.6875
"Carolina Panthers",9,2018,1,26.91,-2,0.6875
"Carolina Panthers",1,2019,0,26.43,5,0.4375
"Carolina Panthers",10,2019,0,26.43,3,0.4375
"Carolina Panthers",11,2019,0,26.43,-5,0.4375
"Carolina Panthers",12,2019,0,26.43,-1,0.4375
"Carolina Panthers",13,2019,0,26.43,-1,0.4375
"Carolina Panthers",14,2019,0,26.43,-3,0.4375
"Carolina Panthers",15,2019,0,26.43,-5,0.4375
"Carolina Panthers",16,2019,0,26.43,-2,0.4375
"Carolina Panthers",17,2019,0,26.43,-1,0.4375
"Carolina Panthers",2,2019,0,26.43,-3,0.4375
"Carolina Panthers",3,2019,1,26.43,0,0.4375
"Carolina Panthers",4,2019,1,26.43,-2,0.4375
"Carolina Panthers",5,2019,1,26.43,0,0.4375
"Carolina Panthers",6,2019,1,26.43,-2,0.4375
"Carolina Panthers",8,2019,0,26.43,-2,0.4375
"Carolina Panthers",9,2019,1,26.43,2,0.4375
"Chicago Bears",1,2016,0,25.81,3,0.375
"Chicago Bears",10,2016,0,25.81,2,0.375
"Chicago Bears",11,2016,0,25.81,4,0.375
"Chicago Bears",12,2016,0,25.81,7,0.375
"Chicago Bears",13,2016,1,25.81,8,0.375
"Chicago Bears",14,2016,0,25.81,3,0.375
"Chicago Bears",15,2016,0,25.81,6,0.375
"Chicago Bears",16,2016,0,25.81,3,0.375
"Chicago Bears",17,2016,0,25.81,3,0.375
"Chicago Bears",2,2016,0,25.81,4,0.375
"Chicago Bears",3,2016,0,25.81,5,0.375
"Chicago Bears",4,2016,1,25.81,3,0.375
"Chicago Bears",5,2016,0,25.81,7,0.375
"Chicago Bears",6,2016,0,25.81,3,0.375
"Chicago Bears",7,2016,0,25.81,2,0.375
"Chicago Bears",8,2016,1,25.81,2,0.375
"Chicago Bears",1,2017,0,26.08,3,0.1875
"Chicago Bears",10,2017,0,26.08,2,0.1875
"Chicago Bears",11,2017,0,26.08,-5,0.1875
"Chicago Bears",12,2017,0,26.08,6,0.1875
"Chicago Bears",13,2017,0,26.08,-11,0.1875
"Chicago Bears",14,2017,1,26.08,0,0.1875
"Chicago Bears",15,2017,0,26.08,-6,0.1875
"Chicago Bears",16,2017,1,26.08,-2,0.1875
"Chicago Bears",17,2017,0,26.08,7,0.1875
"Chicago Bears",2,2017,0,26.08,5,0.1875
"Chicago Bears",3,2017,1,26.08,1,0.1875
"Chicago Bears",4,2017,0,26.08,-3,0.1875
"Chicago Bears",5,2017,0,26.08,6,0.1875
"Chicago Bears",6,2017,1,26.08,-10,0.1875
"Chicago Bears",7,2017,1,26.08,-6,0.1875
"Chicago Bears",8,2017,0,26.08,-6,0.1875
"Chicago Bears",1,2018,0,25.94,-1,0.3125
"Chicago Bears",10,2018,1,25.94,-5,0.3125
"Chicago Bears",11,2018,1,25.94,-5,0.3125
"Chicago Bears",12,2018,1,25.94,-2,0.3125
"Chicago Bears",13,2018,0,25.94,-5,0.3125
"Chicago Bears",14,2018,1,25.94,-3,0.3125
"Chicago Bears",15,2018,1,25.94,-7,0.3125
"Chicago Bears",16,2018,1,25.94,-8,0.3125
"Chicago Bears",17,2018,1,25.94,-6,0.3125
"Chicago Bears",2,2018,1,25.94,-10,0.3125
"Chicago Bears",3,2018,1,25.94,-2,0.3125
"Chicago Bears",4,2018,1,25.94,-7,0.3125
"Chicago Bears",6,2018,0,25.94,-7,0.3125
"Chicago Bears",7,2018,0,25.94,-10,0.3125
"Chicago Bears",8,2018,1,25.94,-1,0.3125
"Chicago Bears",9,2018,1,25.94,4,0.3125
"Chicago Bears",1,2019,0,26.23,-4,0.75
"Chicago Bears",10,2019,1,26.23,-7,0.75
"Chicago Bears",11,2019,0,26.23,-4,0.75
"Chicago Bears",12,2019,1,26.23,-2,0.75
"Chicago Bears",13,2019,1,26.23,-2,0.75
"Chicago Bears",14,2019,1,26.23,-6,0.75
"Chicago Bears",15,2019,0,26.23,2,0.75
"Chicago Bears",16,2019,0,26.23,-7,0.75
"Chicago Bears",17,2019,1,26.23,5,0.75
"Chicago Bears",2,2019,1,26.23,-10,0.75
"Chicago Bears",3,2019,1,26.23,-11,0.75
"Chicago Bears",4,2019,1,26.23,-2,0.75
"Chicago Bears",5,2019,0,26.23,-7,0.75
"Chicago Bears",7,2019,0,26.23,-7,0.75
"Chicago Bears",8,2019,0,26.23,-12,0.75
"Chicago Bears",9,2019,0,26.23,-4,0.75
"Cincinnati Bengals",1,2016,1,26.51,-3,0.75
"Cincinnati Bengals",10,2016,0,26.51,-5,0.75
"Cincinnati Bengals",11,2016,0,26.51,-7,0.75
"Cincinnati Bengals",12,2016,0,26.51,-8,0.75
"Cincinnati Bengals",13,2016,1,26.51,3,0.75
"Cincinnati Bengals",14,2016,1,26.51,-3,0.75
"Cincinnati Bengals",15,2016,0,26.51,-3,0.75
"Cincinnati Bengals",16,2016,0,26.51,-4,0.75
"Cincinnati Bengals",17,2016,1,26.51,-2,0.75
"Cincinnati Bengals",2,2016,0,26.51,-3,0.75
"Cincinnati Bengals",3,2016,0,26.51,0,0.75
"Cincinnati Bengals",4,2016,1,26.51,-1,0.75
"Cincinnati Bengals",5,2016,0,26.51,-5,0.75
"Cincinnati Bengals",6,2016,0,26.51,-5,0.75
"Cincinnati Bengals",7,2016,1,26.51,-11,0.75
"Cincinnati Bengals",1,2017,0,25.62,-6,0.4
"Cincinnati Bengals",10,2017,0,25.62,3,0.4
"Cincinnati Bengals",11,2017,1,25.62,0,0.4
"Cincinnati Bengals",12,2017,1,25.62,-7,0.4
"Cincinnati Bengals",13,2017,0,25.62,4,0.4
"Cincinnati Bengals",14,2017,0,25.62,0,0.4
"Cincinnati Bengals",15,2017,0,25.62,9,0.4
"Cincinnati Bengals",16,2017,1,25.62,-6,0.4
"Cincinnati Bengals",17,2017,1,25.62,-2,0.4
"Cincinnati Bengals",2,2017,0,25.62,-4,0.4
"Cincinnati Bengals",3,2017,0,25.62,-3,0.4
"Cincinnati Bengals",4,2017,1,25.62,-4,0.4
"Cincinnati Bengals",5,2017,1,25.62,2,0.4
"Cincinnati Bengals",7,2017,0,25.62,2,0.4
"Cincinnati Bengals",8,2017,1,25.62,-5,0.4
"Cincinnati Bengals",9,2017,0,25.62,-5,0.4
"Cincinnati Bengals",1,2018,1,25.6,-3,0.4375
"Cincinnati Bengals",10,2018,0,25.6,1,0.4375
"Cincinnati Bengals",11,2018,0,25.6,-3,0.4375
"Cincinnati Bengals",12,2018,0,25.6,8,0.4375
"Cincinnati Bengals",13,2018,0,25.6,3,0.4375
"Cincinnati Bengals",14,2018,0,25.6,7,0.4375
"Cincinnati Bengals",15,2018,1,25.6,-2,0.4375
"Cincinnati Bengals",16,2018,0,25.6,5,0.4375
"Cincinnati Bengals",17,2018,0,25.6,6,0.4375
"Cincinnati Bengals",2,2018,1,25.6,-6,0.4375
"Cincinnati Bengals",3,2018,0,25.6,1,0.4375
"Cincinnati Bengals",4,2018,1,25.6,3,0.4375
"Cincinnati Bengals",5,2018,1,25.6,-3,0.4375
"Cincinnati Bengals",6,2018,0,25.6,-1,0.4375
"Cincinnati Bengals",7,2018,0,25.6,-2,0.4375
"Cincinnati Bengals",8,2018,1,25.6,2,0.4375
"Cincinnati Bengals",1,2019,0,25.94,-7,0.375
"Cincinnati Bengals",10,2019,0,25.94,0,0.375
"Cincinnati Bengals",11,2019,0,25.94,0,0.375
"Cincinnati Bengals",12,2019,0,25.94,-2,0.375
"Cincinnati Bengals",13,2019,1,25.94,-5,0.375
"Cincinnati Bengals",14,2019,0,25.94,2,0.375
"Cincinnati Bengals",15,2019,0,25.94,-1,0.375
"Cincinnati Bengals",16,2019,0,25.94,-8,0.375
"Cincinnati Bengals",17,2019,1,25.94,4,0.375
"Cincinnati Bengals",2,2019,0,25.94,-3,0.375
"Cincinnati Bengals",3,2019,0,25.94,5,0.375
"Cincinnati Bengals",4,2019,0,25.94,2,0.375
"Cincinnati Bengals",5,2019,0,25.94,-4,0.375
"Cincinnati Bengals",6,2019,0,25.94,1,0.375
"Cincinnati Bengals",7,2019,0,25.94,-1,0.375
"Cincinnati Bengals",8,2019,0,25.94,4,0.375
"Cleveland Browns",1,2016,0,25.09,3,0.1875
"Cleveland Browns",10,2016,0,25.09,-5,0.1875
"Cleveland Browns",11,2016,0,25.09,-1,0.1875
"Cleveland Browns",12,2016,0,25.09,4,0.1875
"Cleveland Browns",14,2016,0,25.09,3,0.1875
"Cleveland Browns",15,2016,0,25.09,-3,0.1875
"Cleveland Browns",16,2016,1,25.09,-13,0.1875
"Cleveland Browns",17,2016,0,25.09,0,0.1875
"Cleveland Browns",2,2016,0,25.09,-8,0.1875
"Cleveland Browns",3,2016,0,25.09,8,0.1875
"Cleveland Browns",4,2016,0,25.09,2,0.1875
"Cleveland Browns",5,2016,0,25.09,5,0.1875
"Cleveland Browns",6,2016,0,25.09,11,0.1875
"Cleveland Browns",7,2016,0,25.09,11,0.1875
"Cleveland Browns",8,2016,0,25.09,1,0.1875
"Cleveland Browns",9,2016,0,25.09,3,0.1875
"Cleveland Browns",1,2017,0,24.42,1,0.0625
"Cleveland Browns",10,2017,0,24.42,-6,0.0625
"Cleveland Browns",11,2017,0,24.42,-4,0.0625
"Cleveland Browns",12,2017,0,24.42,7,0.0625
"Cleveland Browns",13,2017,0,24.42,7,0.0625
"Cleveland Browns",14,2017,0,24.42,6,0.0625
"Cleveland Browns",15,2017,0,24.42,1,0.0625
"Cleveland Browns",16,2017,0,24.42,2,0.0625
"Cleveland Browns",17,2017,0,24.42,8,0.0625
"Cleveland Browns",2,2017,0,24.42,-7,0.0625
"Cleveland Browns",3,2017,0,24.42,-3,0.0625
"Cleveland Browns",4,2017,0,24.42,4,0.0625
"Cleveland Browns",5,2017,0,24.42,-1,0.0625
"Cleveland Browns",6,2017,0,24.42,-1,0.0625
"Cleveland Browns",7,2017,0,24.42,5,0.0625
"Cleveland Browns",8,2017,0,24.42,7,0.0625
"Cleveland Browns",10,2018,1,25.38,4,0
"Cleveland Browns",12,2018,1,25.38,-8,0
"Cleveland Browns",13,2018,0,25.38,1,0
"Cleveland Browns",14,2018,1,25.38,1,0
"Cleveland Browns",15,2018,1,25.38,-3,0
"Cleveland Browns",16,2018,1,25.38,-5,0
"Cleveland Browns",17,2018,0,25.38,-2,0
"Cleveland Browns",2,2018,0,25.38,-2,0
"Cleveland Browns",3,2018,1,25.38,2,0
"Cleveland Browns",4,2018,0,25.38,-6,0
